0,1
year,4741.357033177043
odometer,-3550.754727870357
region_SF bay area,-22.65815040216794
region_abilene,108.90411217317349
region_akron / canton,419.5975608799214
region_albany,41.19125612824079
region_albuquerque,-66.08665353424281
region_altoona-johnstown,347.31924865839386
region_amarillo,31.79026167202551
region_ames,23.344343765112825
region_anchorage / mat-su,157.70607858197306
region_ann arbor,29.795164755525533
region_annapolis,-59.31880710419812
region_appleton-oshkosh-FDL,72.91103233733796
region_asheville,35.59094501044143
region_ashtabula,-2.7009835042461616
region_athens,12.787254031978899
region_atlanta,-122.13430180585746
region_auburn,-28.67026391585721
region_augusta,-62.247979312641306
region_austin,-43.24479594725614
region_bakersfield,167.7055395743253
region_baltimore,9.773270129820876
region_baton rouge,-10.241774584684372
region_battle creek,-37.00103698905311
region_beaumont / port arthur,-19.929049117450695
region_bellingham,344.225124637186
region_bemidji,19.066064673513164
region_bend,-29.061970405630404
region_billings,136.33054108706287
region_binghamton,-3.1407528813674097
region_birmingham,27.65710062692009
region_bismarck,33.30262758320349
region_bloomington,35.71043820238476
region_bloomington-normal,-39.439542851775606
region_boise,-231.53034135604491
region_boone,163.96538674193835
region_boston,-113.5475939175348
region_boulder,51.08356513442189
region_bowling green,-10.844497556670023
region_bozeman,-12.09671988761297
region_brainerd,33.660102305370856
region_brownsville,-60.29877643564022
region_brunswick,-21.589864856957973
region_buffalo,72.37181397272846
region_butte,129.94586775234208
region_cape cod / islands,3.3203542289084838
region_catskills,12.729698843413475
region_cedar rapids,-13.122447680640503
region_central NJ,6.9298188626722395
region_central louisiana,33.649131443864064
region_central michigan,-4.817229187063573
region_champaign urbana,-19.791359996211437
region_charleston,83.40244226572764
region_charlotte,79.79600601900061
region_charlottesville,-32.186001188521054
region_chattanooga,32.95856399585993
region_chautauqua,1.007238773473676
region_chicago,-250.9995233536951
region_chico,1.2614939365480577
region_chillicothe,85.33722517435406
region_cincinnati,-115.9887368783681
region_clarksville,-38.52151200173374
region_cleveland,-64.10293643954344
region_clovis / portales,-28.121452982999557
region_college station,36.17841982462908
region_colorado springs,45.185146283246844
region_columbia,-67.12620387783639
region_columbia / jeff city,250.22352669345918
region_columbus,-50.56344148768771
region_cookeville,-52.41373978247451
region_corpus christi,66.1281617988294
region_corvallis/albany,-24.00422879203053
region_cumberland valley,1.9016407768817807
region_dallas / fort worth,-85.36488064740648
region_danville,-75.67064459129026
region_dayton / springfield,-55.953898283289895
region_daytona beach,-87.24842522343172
region_decatur,-6.654551460549995
region_deep east texas,29.435846801176627
region_del rio / eagle pass,-14.605314965120554
region_delaware,20.400378546604433
region_denver,74.01077425761567
region_des moines,19.156507790325573
region_detroit metro,-242.13078082706167
region_dothan,42.258018389518675
region_dubuque,-7.123451934211219
region_duluth / superior,-49.70808090679585
region_east idaho,-17.19030886310381
region_east oregon,334.8138246311574
region_eastern CO,-10.624234038140093
region_eastern CT,42.9690399040463
region_eastern NC,-47.35431174057496
region_eastern kentucky,34.8820897450115
region_eastern montana,17.208331513608222
region_eastern panhandle,-77.6604949524329
region_eastern shore,0.5262733237255492
region_eau claire,10.706648005730054
region_el paso,-274.94826625038814
region_elko,-39.20210867137246
region_elmira-corning,-59.30060915801997
region_erie,20.98903759998686
region_eugene,-15.042795893761687
region_evansville,-20.591966264322743
region_fairbanks,13.127455217510738
region_fargo / moorhead,49.51696252985571
region_farmington,-147.70203323495232
region_fayetteville,-4.145067476543514
region_finger lakes,-44.22260658211985
region_flagstaff / sedona,89.1691473274056
region_flint,-51.347411647289945
region_florence,-80.29000534450144
region_florence / muscle shoals,0.31720763203352836
region_florida keys,52.97545926775227
region_fort collins / north CO,-37.512203444345445
region_fort dodge,-64.03935144656222
region_fort smith,-224.3554500654642
"region_fort smith, AR",-27.65615858888859
region_fort wayne,-7.601798142964031
region_frederick,-56.9932274003188
region_fredericksburg,-131.47425767480271
region_fresno / madera,69.08654165349819
region_ft myers / SW florida,59.01454516959709
region_gadsden-anniston,-76.12261853111329
region_gainesville,-91.94383608661991
region_galveston,52.78390661816394
region_glens falls,-29.298920629436616
region_gold country,-82.96811257939453
region_grand forks,-2.9592841873781435
region_grand island,9.763566456225597
region_grand rapids,96.60726702988462
region_great falls,49.40229340860849
region_green bay,46.22382597488688
region_greensboro,-23.10866583920774
region_greenville / upstate,11.947452263242935
region_gulfport / biloxi,-18.359339500328737
region_hanford-corcoran,-23.74009859414799
region_harrisburg,-3.4901876105042713
region_harrisonburg,36.3261052380818
region_hartford,-48.00821676492353
region_hattiesburg,-18.25666499161166
region_hawaii,52.51961416298659
region_heartland florida,27.72911829400183
region_helena,11.892273011085685
region_hickory / lenoir,-18.720440935515025
region_high rockies,-37.68129525257835
region_hilton head,-14.53216642276907
region_holland,-12.551446129003788
region_houma,-84.71382879460823
region_houston,-118.42530712294386
region_hudson valley,16.834508701265083
region_humboldt county,4.0556248699068265
region_huntington-ashland,-3.660329926876189
region_huntsville / decatur,103.39321221693362
region_imperial county,-164.603638305797
region_indianapolis,-18.21342692444158
region_inland empire,-270.040652692752
region_iowa city,-118.89228090845576
region_ithaca,9.310077095606982
region_jackson,17.915888625601283
region_jacksonville,-37.189408643781164
region_janesville,-33.01159231551106
region_jersey shore,32.94141932332782
region_jonesboro,66.98611723984158
region_joplin,-100.10995790530927
region_kalamazoo,8.100849342497865
region_kalispell,110.17297842736399
region_kansas city,19.044025372705324
"region_kansas city, MO",45.172452191112136
region_kenai peninsula,5.037518672436367
region_kennewick-pasco-richland,-7.820280019100461
region_kenosha-racine,-141.2727162618591
